,msg_id,user_name,user_order,season,episode_number,episode_title,quote_order,quote
3352,3352,Ross,544,1,14,The Candy Hearts,108,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend."
3354,3354,Ross,545,1,14,The Candy Hearts,110,If you wanna put a label on it.
3356,3356,Ross,546,1,14,The Candy Hearts,112,"Nope, nope, that's it."
3357,3357,Ross,547,1,14,The Candy Hearts,113,"Oh, and she's pregnant with my baby. I always forget that part. (to Carol and Susan) Helloo!"
3358,3358,Phoebe,359,1,14,The Candy Hearts,114,"Ok, so now we need, um sage branches and the sacramental wine."
3359,3359,Monica,490,1,14,The Candy Hearts,115,"All I have is, is oregano and a Fresca."
3360,3360,Phoebe,360,1,14,The Candy Hearts,116,"Um, that's ok! (throws it in fire) Ok. All right. Now we need the semen of a righteous man."
3361,3361,Rachel,415,1,14,The Candy Hearts,117,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place."
3362,3362,Monica,491,1,14,The Candy Hearts,118,Can we just start throwing things in?
3363,3363,Phoebe,361,1,14,The Candy Hearts,119,"Ok, yeah, ok. (she throws the directions in) Oh, OK."
3364,3364,Rachel,416,1,14,The Candy Hearts,120,"(tossing things in the fire) Ok, Barry's letters. Adam Ritter's boxer shorts."
3365,3365,Phoebe,362,1,14,The Candy Hearts,121,"Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah."
3366,3366,Monica,492,1,14,The Candy Hearts,122,"Look, here's a picture of Scotty Jared naked."
3367,3367,Rachel,417,1,14,The Candy Hearts,123,(looking at picture) Hey he's wearing a sweater.
3368,3368,Monica,493,1,14,The Candy Hearts,124,No.
3370,3370,Rachel,418,1,14,The Candy Hearts,126,And here we have the last of Paulo's grappa.
3371,3371,Monica,494,1,14,The Candy Hearts,127,"Hey, Rachel, isn't that stuff almost pure..."
3372,3372,Chandler,474,1,14,The Candy Hearts,128,How can I dump this woman on Valentine's day?
3373,3373,Joey,379,1,14,The Candy Hearts,129,I don't know. You dumped her on New Year's.
3374,3374,Chandler,475,1,14,The Candy Hearts,130,"Oh, man. In my next life, I'm coming back as a toilet brush."
3376,3376,Chandler,476,1,14,The Candy Hearts,132,"Hi, Just Janice."
3378,3378,Joey,380,1,14,The Candy Hearts,134,"(to Chandler) If you don't do it, I will."
3379,3379,Ross,548,1,14,The Candy Hearts,135,"So, um, what do you do for a living?"
3383,3383,Ross,549,1,14,The Candy Hearts,139,"Now that is funny. Hey, do you think...would it be too weird if I invited Carol over to join us? 'Cause she's, she's alone now, and pregnant, and, and sad."
3385,3385,Ross,550,1,14,The Candy Hearts,141,Are you sure? Great. Carol? Wanna come over and join us?
3387,3387,Ross,551,1,14,The Candy Hearts,143,"Come on. These people'll scooch down. You guys'll scooch, won't you? Let's try scooching! Come on. Come on. Uh, Kristen Riggs, this is Carol Willick. Carol, Kristin. Uh, Carol teaches sixth grade. And, Kristin, Kristin...(struggling)...does something that, funnily enough, wasn't even her major!"
3390,3390,Monica,495,1,14,The Candy Hearts,146,"You know, it's a really funny story how this happened."
3393,3393,Rachel,419,1,14,The Candy Hearts,149,Really?
3396,3396,Chandler,477,1,14,The Candy Hearts,152,"Is it loaded? Oh, little candy hearts. (reading the candy) Chan and Jan Forever."
3398,3398,Chandler,478,1,14,The Candy Hearts,154,"Ok, Janice. Janice. Hey, Janice. Look, there's no way for me to tell you this. At least there's no new way for me to tell you this. I just don't things are gonna work out."
3400,3400,Chandler,479,1,14,The Candy Hearts,156,(surprised) It is?
3402,3402,Chandler,480,1,14,The Candy Hearts,158,"Oh no, you see, actually it is."
3404,3404,Chandler,481,1,14,The Candy Hearts,160,"Oh, no I don't."
3406,3406,Chandler,482,1,14,The Candy Hearts,162,"I did, but..."
3408,3408,Chandler,483,1,14,The Candy Hearts,164,Call me!
3410,3410,Ross,552,1,14,The Candy Hearts,166,"You did so. I swear, I swear(noticing Kristin's absence) How long has she been in the bathroom?"
3412,3412,Ross,553,1,14,The Candy Hearts,168,Well maybe it's cold in there. Or maybe I screwed up the first date I had in 9 years.
3414,3414,Ross,554,1,14,The Candy Hearts,170,"Oh, god. (He puts his head down on the grill) You know, this is still pretty hot. (He picks his head up, and a mushroom sticks to his head. Carol picks it off and eats it.)"
3416,3416,Ross,555,1,14,The Candy Hearts,172,"No, it's just...you know the whole ""getting on with your life"" thing. Well, do I have to? I mean, I'm sitting here with this cute woman, and, and, and she's perfectly nice, and, but that there's, that's it. And um, and then I'm here talkin' to you, and, and it's easy, and it's fun, and, and I don't, I don't have to...You know, here's a wacky thought. Um, what's say you and I give it another shot? No no no, I know what you're gonna say, you're a lesbian. But what do you say we just put that aside for now you know? Let's just stick a pin in it, ok? Because, we're great together, you know. You can't deny it. Besides, you're carrying my baby. I mean, how perfect is that? But see, you know, you keep sayin' that, but there's somethin' right here. I love you."
3418,3418,Ross,556,1,14,The Candy Hearts,174,"No but, no but."
3420,3420,Ross,557,1,14,The Candy Hearts,176,"That's easy for you to say, you found one already."
3424,3424,Rachel,420,1,14,The Candy Hearts,180,"So, um, will you bring the truck?"
3426,3426,Rachel,421,1,14,The Candy Hearts,182,"Oh, my god."
3427,3427,Phoebe,363,1,14,The Candy Hearts,183,"See, there you go, the cleansing works!"
3428,3428,Monica,496,1,14,The Candy Hearts,184,They're nice guys.
3429,3429,Rachel,422,1,14,The Candy Hearts,185,"Oh, they're firemen guys."
3433,3433,Rachel,423,1,15,The Stoned Guy,0,(to Joey) Coffee. (Hands it to him.)
3434,3434,Joey,381,1,15,The Stoned Guy,1,Thank you.
3435,3435,Rachel,424,1,15,The Stoned Guy,2,(to Ross) Cappuccino. (Hands it to him.)
3436,3436,Ross,558,1,15,The Stoned Guy,3,Grazie.
3437,3437,Rachel,425,1,15,The Stoned Guy,4,And a nice hot cider for Monica. (Hands it to her.)
3438,3438,Monica,497,1,15,The Stoned Guy,5,"Aww, thank you. (Notices something.) Uh Rach?"
3439,3439,Rachel,426,1,15,The Stoned Guy,6,Yeah?
3440,3440,Monica,498,1,15,The Stoned Guy,7,Why does my cinamon stick have an eraser?
3441,3441,Rachel,427,1,15,The Stoned Guy,8,"Oh! That's why. (Rachel checks behind her ear, and finds a cinamon stick.) I'm sorry!"
3443,3443,Chandler,484,1,15,The Stoned Guy,10,"Mrs. Tedlock. You're looking lovely today. And may I say, that is a very flattering sleeve length on you."
3445,3445,Chandler,485,1,15,The Stoned Guy,12,"Oh, listen. If this is about those prank memos, I had nothing to do with them. Really. Nothing at all. Really. (Chandler tries to hide a rubber chicken from the woman.) Nothing."
3446,3446,Phoebe,364,1,15,The Stoned Guy,13,"Hey you guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know..."
3447,3447,Chandler,486,1,15,The Stoned Guy,14,Hey!
3449,3449,Phoebe,365,1,15,The Stoned Guy,16,Never mind. But it was going to be really good.
3450,3450,Ross,559,1,15,The Stoned Guy,17,What's going on?
3452,3452,Chandler,487,1,15,The Stoned Guy,19,"So, it's a typical day at work. I'm inputting my numbers, and big Al calls me into his office and tells me he wants to make me processing supervisor."
3454,3454,Chandler,488,1,15,The Stoned Guy,21,So.... I quit.
3456,3456,Chandler,489,1,15,The Stoned Guy,23,Why? This was supposed to be a temp job!
3457,3457,Monica,499,1,15,The Stoned Guy,24,"Yeah, Chandler... you've been there for five years."
3458,3458,Chandler,490,1,15,The Stoned Guy,25,"If I took this promotion, it'd be like admitting that this is what I actually do."
3459,3459,Phoebe,366,1,15,The Stoned Guy,26,So was it a lot more money?
3460,3460,Chandler,491,1,15,The Stoned Guy,27,It doesn't matter. I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS.
3461,3461,Rachel,428,1,15,The Stoned Guy,28,... the WENUS?
3462,3462,Chandler,492,1,15,The Stoned Guy,29,Weekly Estimated Net Usage Systems. A processing term.
3463,3463,Rachel,429,1,15,The Stoned Guy,30,(sarcastic) Oh. That WENUS.
3464,3464,Joey,382,1,15,The Stoned Guy,31,So what're you going to do?
3465,3465,Chandler,493,1,15,The Stoned Guy,32,I don't know. That's the thing. I don't know what I want to do. I just know I'm not going to figure it out working there.
3466,3466,Phoebe,367,1,15,The Stoned Guy,33,"Oooh! I have something you can do! I have this new massage client... Steve? (pause) Anyway, he's opening up a restaurant and he's looking for a head chef."
3467,3467,Monica,500,1,15,The Stoned Guy,34,(taps Phoebe on her shoulder) Um... hi there.
3468,3468,Phoebe,368,1,15,The Stoned Guy,35,"Hi! (turns back to Chandler, then to Monica) Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so...."
3469,3469,Chandler,494,1,15,The Stoned Guy,36,Yeah... I just don't have that much cheffing experience. Unless it's an all-toast restaurant.
3470,3470,Phoebe,369,1,15,The Stoned Guy,37,"(to Monica's tapping) Yeah, yeah!"
3471,3471,Monica,501,1,15,The Stoned Guy,38,"Well, what kind of food is he looking for?"
3472,3472,Phoebe,370,1,15,The Stoned Guy,39,"Well, he wants to do some ecclectic, so he's looking for someone who can, you know, create the entire menu."
3473,3473,Monica,502,1,15,The Stoned Guy,40,(excited) Oh my God!
3474,3474,Phoebe,371,1,15,The Stoned Guy,41,"Yeah, I know! (turns to Chandler) So, what do you think?"
3475,3475,Chandler,495,1,15,The Stoned Guy,42,"Thanks, Phoebe. But I just don't really see myself in a big white hat."
3476,3476,Phoebe,372,1,15,The Stoned Guy,43,OK. (pause) Oh Monica! Guess what!
3477,3477,Chandler,496,1,15,The Stoned Guy,44,Can you see my nipples through this shirt?
3478,3478,Rachel,430,1,15,The Stoned Guy,45,"No. But don't worry, I'm sure they're still there."
3479,3479,Phoebe,373,1,15,The Stoned Guy,46,"Where are you going, Mr. Suity-Man?"
3480,3480,Chandler,497,1,15,The Stoned Guy,47,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo. (pause) I added the ""a-gogo."""
3481,3481,Rachel,431,1,15,The Stoned Guy,48,Career counselor?
3482,3482,Chandler,498,1,15,The Stoned Guy,49,"Hey, you guys all know what you want to do."
3483,3483,Rachel,432,1,15,The Stoned Guy,50,I don't!
3484,3484,Chandler,499,1,15,The Stoned Guy,51,"Hey, you guys in the living room all know what you want to do. You know, you have goals. You have dreams. I don't have a dream."
3485,3485,Ross,560,1,15,The Stoned Guy,52,"Ah, the lesser-known ""I don't have a dream"" speech."
3486,3486,Monica,503,1,15,The Stoned Guy,53,"Oh, I love my life, I love my life!"
3487,3487,Phoebe,374,1,15,The Stoned Guy,54,Ooh! Brian's Song!
3488,3488,Rachel,433,1,15,The Stoned Guy,55,The meeting with the guy went great?
3489,3489,Monica,504,1,15,The Stoned Guy,56,"So great! He showed me where the restaurant's going to be. It's this, it's this cute little place on 10th Street. Not too big, not too small. Just right."
3490,3490,Chandler,500,1,15,The Stoned Guy,57,Was it formerly owned by a blonde woman and some bears?
3491,3491,Monica,505,1,15,The Stoned Guy,58,"So anyway, I'm cooking dinner for him Monday night. You know, kind of like an audition. And Phoebe, he really wants you to be here, which will be great for me because then you can 'ooh' and 'ahh' and make yummy noises."
3492,3492,Rachel,434,1,15,The Stoned Guy,59,What are you going to make?
3493,3493,Phoebe,375,1,15,The Stoned Guy,60,(as though Rachel wasn't paying attention) Yummy noises.
3494,3494,Rachel,435,1,15,The Stoned Guy,61,"(pause) And Monica, what are you going to make?"
3495,3495,Monica,506,1,15,The Stoned Guy,62,I don't know. I don't know. It's just going to be so great!
3496,3496,Phoebe,376,1,15,The Stoned Guy,63,"Ooh! I know what you could make! (runs over to join Monica and Rachel in the kitchen) I know! Oh, you should definitely make that thing... you know, with the stuff? (Monica doesn't know.) You know, that thing... with the stuff...? OK, I don't know. (sits down)"
3497,3497,Ross,561,1,15,The Stoned Guy,64,"Hey guys, does anybody know a good date place in the neighborhood?"
3498,3498,Joey,383,1,15,The Stoned Guy,65,"How about Tony's? If you can finish a 32-ounce steak, it's free."
3499,3499,Ross,562,1,15,The Stoned Guy,66,"OK, ahem, hey, does anybody know a good place if you're not dating a puma?"
3500,3500,Chandler,501,1,15,The Stoned Guy,67,Who are you going out with?
3501,3501,Phoebe,377,1,15,The Stoned Guy,68,"Oh, is this the bug lady?"
3502,3502,Rachel,436,1,15,The Stoned Guy,69,"(trying to sound like a bug) Bzzzz.... I love you, Ross."
3503,3503,Ross,563,1,15,The Stoned Guy,70,Her name is Celia. She's not a bug lady. She's curator of insects at the museum.
3504,3504,Rachel,437,1,15,The Stoned Guy,71,So what are you guys going to do?
3505,3505,Ross,564,1,15,The Stoned Guy,72,"Oh, I just thought we could go out to dinner, and then maybe bring her back to my place and I'd introduce her to my monkey."
3506,3506,Chandler,502,1,15,The Stoned Guy,73,And he's not speaking metaphorically.
3507,3507,Joey,384,1,15,The Stoned Guy,74,"(aside to Ross) So.... back to your place...you thinking, maybe... (gestures with hands, back and forth) huh-huh?"
3508,3508,Ross,565,1,15,The Stoned Guy,75,"Well, I don't know.... (gestures) huh-huh.... but I'm hoping (gestures) huh-huh."
3509,3509,Joey,385,1,15,The Stoned Guy,76,"I'm telling you, that monkey is a chick magnet! She's going to take one look at his furry, cute little face and it'll seal the deal."
3510,3510,Ross,566,1,15,The Stoned Guy,77,"Celia, don't worry!  Don't scream!  He's not going to hurt you! Soothing tones, Celia. Soothing tones! Marcel..."
3512,3512,Ross,567,1,15,The Stoned Guy,79,Alright... (lifts Marcel away)
3513,3513,Monica,507,1,15,The Stoned Guy,80,"(to Joey) OK, try this salmon mousse."
3514,3514,Joey,386,1,15,The Stoned Guy,81,(tasting) Mmmm. Good.
3515,3515,Monica,508,1,15,The Stoned Guy,82,Is it better than the other salmon mousse?
3516,3516,Joey,387,1,15,The Stoned Guy,83,It's creamier.
3517,3517,Monica,509,1,15,The Stoned Guy,84,"Yeah, well, is that better?"
3518,3518,Joey,388,1,15,The Stoned Guy,85,"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?"
3519,3519,Rachel,438,1,15,The Stoned Guy,86,My God! What happened to you?
3520,3520,Chandler,503,1,15,The Stoned Guy,87,"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn? (he taps the results and reads them) ""You are ideally suited for a career in data processing for a large multinational corporation."""
3521,3521,Phoebe,378,1,15,The Stoned Guy,88,That's so great! 'Cause you already know how to do that!
3522,3522,Chandler,504,1,15,The Stoned Guy,89,"Can you believe it? I mean, don't I seem like somebody who should be doing something really cool? You know, I just always pictured myself doing something...something."
3523,3523,Rachel,439,1,15,The Stoned Guy,90,"(comes up and rubs him on the chest) Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!"
3524,3524,Monica,510,1,15,The Stoned Guy,91,"(brings a plate of tiny appetizers over) Here you go, maybe this'll cheer you up."
3525,3525,Chandler,505,1,15,The Stoned Guy,92,"Ooh, you know, I had a grape about five hours ago, so I'd better split this with you."
3526,3526,Monica,511,1,15,The Stoned Guy,93,It's supposed to be that small. It's a pre-appetizer. The French call it an amouz-bouche.
3527,3527,Chandler,506,1,15,The Stoned Guy,94,(tastes it) Well.... it is amouz-ing...
3528,3528,Monica,512,1,15,The Stoned Guy,95,"(on phone) Hello? (Listens) Oh, hi Wendy! (Listens) Yeah, eight o'clock. (Listens) What did we say? Ten dollars an hour?... (Listens) OK, great. (Listens) All right, I'll see you then. Bye. (hangs up)"
3529,3529,Phoebe,379,1,15,The Stoned Guy,96,Ten dollars an hour for what?
3530,3530,Monica,513,1,15,The Stoned Guy,97,"Oh, I asked one of the waitresses at work if she'd help me out."
3531,3531,Rachel,440,1,15,The Stoned Guy,98,(hurt) Waitressing?
3532,3532,Joey,389,1,15,The Stoned Guy,99,Uh-oh.
3533,3533,Monica,514,1,15,The Stoned Guy,100,Well... of course I thought of you! But... but...
3534,3534,Rachel,441,1,15,The Stoned Guy,101,"But, but?"
3535,3535,Monica,515,1,15,The Stoned Guy,102,"But, you see, it's just... this night has to go just perfect, you know? And, well, Wendy's more of a... professional waitress."
3536,3536,Rachel,442,1,15,The Stoned Guy,103,Oh! I see. And I've sort of been maintaining my amateur status so that I can waitress in the Olympics.
3537,3537,Chandler,507,1,15,The Stoned Guy,104,"You know, I don't mean to brag, but I waited tables at Innsbruck in '76. (dead silence) Amouz-bouche? (holds out tray)"
3539,3539,Ross,568,1,15,The Stoned Guy,106,"OK.... um, a weird thing happened to me on the train this morning..."
3541,3541,Ross,569,1,15,The Stoned Guy,108,"(embarrassed) Wha... what, here?"
3543,3543,Ross,570,1,15,The Stoned Guy,110,Ah....
3545,3545,Ross,571,1,15,The Stoned Guy,112,(panicked) Er.... um.....
3547,3547,Ross,572,1,15,The Stoned Guy,114,Um... uh.... vulva.
3548,3548,Joey,390,1,15,The Stoned Guy,115,(in disbelief) Vulva?
3549,3549,Ross,573,1,15,The Stoned Guy,116,"Alright, I panicked, alright? She took me by surprise. You know, but it wasn't a total loss. I mean, we ended up cuddling."
3550,3550,Joey,391,1,15,The Stoned Guy,117,(sarcastic) Whoaa!! You cuddled? How many times??
3551,3551,Ross,574,1,15,The Stoned Guy,118,"Shut up! It was nice. I just... I don't think I'm the dirty-talking kind of guy, you know?"
3552,3552,Joey,392,1,15,The Stoned Guy,119,What's the big deal? You just say what you want to do to her. Or what you want her to do to you. Or what you think other people might be doing to each other. I'll tell you what. Just try something on me.
3553,3553,Ross,575,1,15,The Stoned Guy,120,(deadpan) Please be kidding.
3554,3554,Joey,393,1,15,The Stoned Guy,121,"Why not? Come on! Just, just close your eyes and tell me what you'd like to be doing right now."
3555,3555,Ross,576,1,15,The Stoned Guy,122,OK. (closes eyes) I'm in my apartment...
3556,3556,Joey,394,1,15,The Stoned Guy,123,....yeah... what else?
3557,3557,Ross,577,1,15,The Stoned Guy,124,"That's it. I'm in my apartment, you're not there, we're not having this conversation. (gets up, walks across room)"
3558,3558,Joey,395,1,15,The Stoned Guy,125,"(walks to catch up to him) Alright, look, I'll start, OK?"
3559,3559,Ross,578,1,15,The Stoned Guy,126,"Joey, please."
3560,3560,Joey,396,1,15,The Stoned Guy,127,"Come on. Come on. Alright, ready, look! (in a low voice) Oh... Ross.... you get me so hot. I want your lips on me now."
3561,3561,Ross,579,1,15,The Stoned Guy,128,(impressed) Wow.
3562,3562,Joey,397,1,15,The Stoned Guy,129,"Alright, now you say something."
3563,3563,Ross,580,1,15,The Stoned Guy,130,I... ahem... I really don't think so.
3564,3564,Joey,398,1,15,The Stoned Guy,131,"Come on! You like this woman, right?"
3565,3565,Ross,581,1,15,The Stoned Guy,132,Yeah.
3566,3566,Joey,399,1,15,The Stoned Guy,133,"You want to see her again, right?"
3567,3567,Ross,582,1,15,The Stoned Guy,134,Sure.
3568,3568,Joey,400,1,15,The Stoned Guy,135,"Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt!"
3569,3569,Ross,583,1,15,The Stoned Guy,136,"OK, turn around. (Joey looks taken aback) I just don't want you staring at me when I'm doing this."
3570,3570,Joey,401,1,15,The Stoned Guy,137,"(turning around) Alright, alright. I'm around. Go ahead."
3571,3571,Ross,584,1,15,The Stoned Guy,138,"Ahem... I want.... OK, I want to... feel your... hot, soft skin with my lips."
3572,3572,Joey,402,1,15,The Stoned Guy,139,There you go! Keep going. Keep going!
3573,3573,Ross,585,1,15,The Stoned Guy,140,"I, er..."
3574,3574,Ross,586,1,15,The Stoned Guy,141,I want to take my tongue... and...
3575,3575,Ross,587,1,15,The Stoned Guy,142,....and....
3576,3576,Joey,403,1,15,The Stoned Guy,143,Say it... say it!
3577,3577,Ross,588,1,15,The Stoned Guy,144,...run it all over your body until you're... trembling with... with...
3578,3578,Chandler,508,1,15,The Stoned Guy,145,(smiling)....with??
3579,3579,Ross,589,1,15,The Stoned Guy,146,(rushing to explain) Funny story!
3580,3580,Joey,404,1,15,The Stoned Guy,147,You're not going to believe this!
3581,3581,Chandler,509,1,15,The Stoned Guy,148,It's OK. It's OK. I was always rooting for you two kids to get together.
3582,3582,Joey,405,1,15,The Stoned Guy,149,"Hey Chandler, while you were sleeping that guy from your old job called again."
3583,3583,Chandler,510,1,15,The Stoned Guy,150,Again?
3584,3584,Joey,406,1,15,The Stoned Guy,151,"And again, and again, and again... (phone rings, he answers) Hello? (hands phone to Chandler) And again."
3585,3585,Chandler,511,1,15,The Stoned Guy,152,"(on phone) Hey Mr. Kostelic! How's life on the fifteenth floor? (Listens) Yeah, I miss you too. (Listens) Yeah, it's a lot less satisfying to steal pens from your own home, you know? (Listens) Well, that's very generous (Listens) er, but look, this isn't about the money. I need something that's more than a job. I need something I can really care about.... (Listens) And that's on top of the yearly bonus structure you mentioned earlier? (Listens) Look, Al, Al... I'm not playing hardball here, OK? This is not a negotiation, this is a rejection! (Listens) No! No! No, stop saying numbers! I'm telling you, you've got the wrong guy! You've got the wrong guy! (Listens) I'll see you on Monday! (slams the phone down)"
3586,3586,Chandler,512,1,15,The Stoned Guy,153,Well?
3587,3587,Phoebe,380,1,15,The Stoned Guy,154,"(excited) Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube."
3588,3588,Chandler,513,1,15,The Stoned Guy,155,Look at this! (he opens the curtain to a view of New York City)
3589,3589,Phoebe,381,1,15,The Stoned Guy,156,Oh! You have a window!
3590,3590,Chandler,514,1,15,The Stoned Guy,157,Yes indeedy! (they look outside) With a beautiful view of...
3591,3591,Phoebe,382,1,15,The Stoned Guy,158,Oh look! That guy's peeing!
3592,3592,Chandler,515,1,15,The Stoned Guy,159,"(walks away from window) OK, that's enough of the view. Check this out, look at this. Sit down, sit down."
3593,3593,Phoebe,383,1,15,The Stoned Guy,160,(sitting) OK.
3594,3594,Chandler,516,1,15,The Stoned Guy,161,"This is great! (he presses a button on his intercom) Helen, could you come in here for a moment?"
3595,3595,Chandler,517,1,15,The Stoned Guy,162,"Thank you Helen, that'll be all."
3596,3596,Chandler,518,1,15,The Stoned Guy,163,"Last time I do that, I promise."
3597,3597,Monica,516,1,15,The Stoned Guy,164,"(shouting on phone) Wendy, we had a deal! (Listens) Yeah, you promised! Wendy! Wendy! Wendy! (hangs up)"
3598,3598,Rachel,443,1,15,The Stoned Guy,165,Who was that?
3599,3599,Monica,517,1,15,The Stoned Guy,166,Wendy bailed. I have no waitress.
3600,3600,Rachel,444,1,15,The Stoned Guy,167,Oh... that's too bad. Bye bye. (she walks away towards the door)
3601,3601,Monica,518,1,15,The Stoned Guy,168,Ten dollars an hour.
3602,3602,Rachel,445,1,15,The Stoned Guy,169,No.
3603,3603,Monica,519,1,15,The Stoned Guy,170,Twelve dollars an hour.
3604,3604,Rachel,446,1,15,The Stoned Guy,171,"Mon. I wish I could, but I've made plans to walk around."
3605,3605,Monica,520,1,15,The Stoned Guy,172,"You know, Rachel, when you ran out of your wedding, I was there for you. I put a roof over your head, and if that means nothing to you... (Rachel isn't buying it, desperate) twenty dollars an hour."
3606,3606,Rachel,447,1,15,The Stoned Guy,173,Done.
3607,3607,Rachel,448,1,15,The Stoned Guy,174,Well hello! Welcome to Monica's. May I take your coat?
3608,3608,Monica,521,1,15,The Stoned Guy,175,Hi Steve!
3610,3610,Monica,522,1,15,The Stoned Guy,177,(to Steve) This is Rachel.
3612,3612,Phoebe,384,1,15,The Stoned Guy,179,"(overemphasizing) Mmmmmm! Everything smells so delicious! You know, I can't remember a time I smelt such a delicious combination of (Monica signals her to stop) of, OK, smells."
3614,3614,Monica,523,1,15,The Stoned Guy,181,"Oh, thank you. Would you like a tour?"
3616,3616,Rachel,449,1,15,The Stoned Guy,183,What's up?
3617,3617,Phoebe,385,1,15,The Stoned Guy,184,"(whispers) In the cab, on the way over, Steve blazed up a doobie."
3618,3618,Rachel,450,1,15,The Stoned Guy,185,What?
3619,3619,Phoebe,386,1,15,The Stoned Guy,186,"Smoked a joint? You know, lit a bone? Weed? Hemp? Ganja?"
3620,3620,Rachel,451,1,15,The Stoned Guy,187,"OK, OK. I'm with you, Cheech. OK."
3622,3622,Rachel,452,1,15,The Stoned Guy,189,"Let me, let me get you some wine!"
3623,3623,Monica,524,1,15,The Stoned Guy,190,"Yeah, I think we're ready for our first course. (Steve sits, Monica brings over a tray) OK, um, these are rot-shrimp ravioli, and celantro pondou sauce... (Steve starts to eat them one by one, quickly)... with just a touch of mints... and... (he finishes)... ginger."
3625,3625,Monica,525,1,15,The Stoned Guy,192,I'm so glad you liked them!
3627,3627,Monica,526,1,15,The Stoned Guy,194,"Oh, well... um, that's all there are of these. But in about eight and a half minutes, we'll be serving some delicious onion tartlets."
3629,3629,Rachel,453,1,15,The Stoned Guy,196,Excuse me? Can I help you with anything?
3632,3632,Monica,527,1,15,The Stoned Guy,199,(joining him and taking the taco shells) You know that? You don't want to spoil your appetite.
3634,3634,Monica,528,1,15,The Stoned Guy,201,"You know, if you just wait another... six and a half minutes..."
3636,3636,Monica,529,1,15,The Stoned Guy,203,"No, we don't. (reaches for box)"
3638,3638,Monica,530,1,15,The Stoned Guy,205,"Why don't you just have a seat here? (he sits at the table, then tries to secretly eat the Gummi-bears. Monica spots him.) OK... give me the Gummi-bears."
3640,3640,Monica,531,1,15,The Stoned Guy,207,Give them to me.
3642,3642,Monica,532,1,15,The Stoned Guy,209,"No, give me the..."
3644,3644,Monica,533,1,15,The Stoned Guy,211,(furious) That's it! Dinner is over!
3646,3646,Monica,534,1,15,The Stoned Guy,213,What?
3648,3648,Monica,535,1,15,The Stoned Guy,215,"Why? It's just that I've waited seven years for an opportunity like this, and you can't even wait four and a half minutes for a stupid onion tartlet?"
3650,3650,Joey,407,1,15,The Stoned Guy,217,What a tool!
3651,3651,Rachel,454,1,15,The Stoned Guy,218,You don't want to work for a guy like that.
3652,3652,Ross,590,1,15,The Stoned Guy,219,Yeah!
3653,3653,Monica,536,1,15,The Stoned Guy,220,"I know... it's just... I thought this was, you know... it."
3654,3654,Ross,591,1,15,The Stoned Guy,221,"Look, you'll get there. You're an amazing chef."
3655,3655,Phoebe,387,1,15,The Stoned Guy,222,Yeah! You know all those yummy noises? I wasn't faking.
3656,3656,Joey,408,1,15,The Stoned Guy,223,"(to Ross) So, er... how did it go with Celia?"
3657,3657,Ross,592,1,15,The Stoned Guy,224,"Oh, I was unbelievable."
3658,3658,Joey,409,1,15,The Stoned Guy,225,"All right, Ross!"
3659,3659,Ross,593,1,15,The Stoned Guy,226,"I was the James Michener of dirty talk. It was the most elaborate filth you have ever heard. I mean, there were characters, plot lines, themes, a motif... at one point there were villagers."
3660,3660,Joey,410,1,15,The Stoned Guy,227,Whoa! And the... (gestures with hands) huh-huh?
3661,3661,Ross,594,1,15,The Stoned Guy,228,"Well, ahem... you know, by the time we'd finished with all the dirty talk, it was kinda late... and we were both kind of exhausted, so uh..."
3662,3662,Joey,411,1,15,The Stoned Guy,229,You cuddled.
3663,3663,Ross,595,1,15,The Stoned Guy,230,"Yeah, which was nice."
3664,3664,Phoebe,388,1,15,The Stoned Guy,231,You guys wanna try and catch a late movie or something?
3665,3665,Rachel,455,1,15,The Stoned Guy,232,"Maybe, but shouldn't we wait for Chandler?"
3666,3666,Joey,412,1,15,The Stoned Guy,233,"Yeah, where the hell is he?"
3667,3667,Chandler,519,1,15,The Stoned Guy,234,"(on phone) Yes, Fran. I know what time it is, but I'm looking at the WENUS and I'm not happy!... (Listens) Oh, really, really, really? Well, let me tell you something... you will care about it, because I care about it! You got it? Good! (slams phone down, then leans back and realizes what just happened) Whooooaaaa...."
3668,3668,Phoebe,389,1,15,The Stoned Guy,235,How's this? (presses down hard)
3670,3670,Phoebe,390,1,15,The Stoned Guy,237,Sorry. How about over here? (presses down hard again)
3672,3672,Phoebe,391,1,15,The Stoned Guy,239,"See, that just means it's working. Does this hurt? (presses down elsewhere)"
3674,3674,Phoebe,392,1,15,The Stoned Guy,241,"What about this? (she starts using her elbows on his back, he yells in pain)"
